3190,159500,-9657.23,-3067.89,0.00
3200,160000,-9852.21,-3134.04,0.00
3210,160500,-10572.88,-3373.44,0.00
3220,161000,-9896.53,-3148.16,0.00
3230,161500,-9428.14,-2992.33,0.00
3240,162000,-10214.10,-3254.50,0.00
3250,162500,-10452.26,-3333.48,0.00
3260,163000,-9722.65,-3090.46,0.00
3270,163500,-9384.07,-2977.03,0.00
3280,164000,-9867.74,-3139.15,0.00
3290,164500,-9811.65,-3118.92,0.00
3300,165000,-10583.00,-3376.39,0.00
3310,165500,-10158.63,-3235.33,0.00
3320,166000,-9704.67,-3084.54,0.00
3330,166500,-9965.37,-3171.11,0.00
3340,167000,-9675.02,-3073.69,0.00
3350,167500,-9595.83,-3048.46,0.00
3360,168000,-10201.44,-3249.97,0.00
3370,168500,-9731.39,-3093.07,0.00
3380,169000,-11968.57,-3838.86,0.00
3390,169500,-9762.06,-3103.60,0.00
3400,170000,-10370.19,-3306.03,0.00
3410,170500,-9041.76,-2863.12,0.00
3420,171000,-9941.74,-3163.71,0.00
3430,171500,-9738.85,-3095.98,0.00
3440,172000,-9985.86,-3177.23,0.00
3450,172500,-9990.02,-3178.53,0.00
3460,173000,-10560.77,-3368.02,0.00
3470,173500,-9753.00,-3100.46,0.00
3480,174000,-10165.75,-3238.11,0.00
3490,174500,-9672.48,-3073.76,0.00
3500,175000,-9890.22,-3146.57,0.00
3510,175500,-10496.46,-3348.61,0.00
3520,176000,-10392.69,-3313.73,0.00
3530,176500,-8730.15,-2759.59,0.00
3540,177000,-10117.34,-3221.93,0.00
3550,177500,-9656.75,-3068.29,0.00
3560,178000,-9499.29,-3015.78,0.00
3570,178500,-9573.73,-3040.99,0.00
3580,179000,-9484.69,-3010.93,0.00
3590,179500,-9237.66,-2928.67,0.00
3600,180000,-10870.32,-3473.23,0.00
3610,180500,-10141.04,-3229.74,0.00
3620,181000,-10146.54,-3231.98,0.00
3630,181500,-10378.82,-3307.69,0.00
3640,182000,-10617.82,-3389.02,0.00
3650,182500,-10035.35,-3195.01,0.00
3660,183000,-9436.08,-2994.12,0.00
3670,183500,-9928.05,-3159.31,0.00
3680,184000,-10752.58,-3433.69,0.00
3690,184500,-11169.19,-3573.01,0.00
3700,185000,-9614.26,-3053.43,0.00
3710,185500,-10137.09,-3228.97,0.00
3720,186000,-10673.17,-3407.01,0.00
3730,186500,-10674.09,-3407.72,0.00
3740,187000,-8856.92,-2800.92,0.00
3750,187500,-10286.52,-3278.12,0.00
3760,188000,-10031.78,-3193.92,0.00
